"date","plate","bot_id","Peak_1_A","sn_Peak_1_A","Peak_2_A","sn_Peak_2_A","Intact_A","sn_Intact_A","Peak_1_B","sn_Peak_1_B","Peak_2_B","sn_Peak_2_B","Intact_B","sn_Intact_B","Peak_1_E","sn_Peak_1_E","Peak_2_E","sn_Peak_2_E","Intact_E","sn_Intact_E","Peak_1_F","sn_Peak_1_F","Peak_2_F","sn_Peak_2_F","Intact_F","sn_Intact_F"
"11-11-11",111111,"CULTURE",998.812141088015,36.5563067033813,2307.30379817363,112.480352609731,3287.43441940058,297.18203421875,1760.75819436982,56.9706002156265,2284.73425076717,137.800033777547,4026.08603580472,197.806695702888,1133.19143458351,29.0762622315342,2501.37021682992,65.5599840348525,3615.80849776022,181.474290240516,1346.34522642728,61.8635864464062,3783.87956879572,141.398612643166,5111.77131919557,82.5133502683022
"11-11-11",111111,"SERUM",998.620181890799,274.179195131389,2307.64396063239,816.559045272093,3287.65657527821,1414.52507528459,1760.77778542861,347.116533776484,2284.87742255526,947.178081054441,4026.39937048564,1013.33750750307,1132.65286034397,67.8941081382489,2501.84112895669,534.133387782366,3616.05625987549,832.26138549014,1346.30199481071,363.016471810697,3784.51228198955,841.616742716474,5112.29021808635,225.774847654998
"11-11-11,111111,"STOOL",999.2461817,138.3907799,2307.415167,342.0588354,3287.281321,414.4639633,1760.959784,126.1360202,2284.84831,196.4718552,4026.383426,232.240576,1133.505451,56.85977019,2501.915927,74.27202157,3616.105162,239.6536425,1346.777217,156.1957039,3785.707937,205.0209976,5112.066446,270.3289568
"11-11-11",111111,"brk",1.1111111111,,1.1111111111,,1.1111111111,,1.1111111111,,1.1111111111,,1.1111111111,,1.1111111111,,1.1111111111,,1.1111111111,,1.1111111111,,1.1111111111,,1.1111111111,
"11-11-11",111111,"brk",1.1111111111,,1.1111111111,,1.1111111111,,1.1111111111,,1.1111111111,,1.1111111111,,1.1111111111,,1.1111111111,,1.1111111111,,1.1111111111,,1.1111111111,,1.1111111111,
